player_id,player,img_url,born,birth_place,height,role,bat_style,bowl_style
221,Andre Nel,/a/img/v1/152x152/i1/c182026/andre-nel.jpg," Jul 15, 1977 (44 years) "," Germiston, Transvaal ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
222,Dilhara Fernando,/a/img/v1/152x152/i1/c151345/dilhara-fernando.jpg," Jul 19, 1979 (42 years) ", Colombo , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
223,Kaushal Lokuarachchi,/a/img/v1/152x152/i1/c151327/kaushal-lokuarachchi.jpg," May 20, 1982 (39 years) ", Colombo , -- , Batting Allrounder , Right Handed Bat , Right-arm legbreak 
240,Brian Lara,/a/img/v1/152x152/i1/c182026/brian-lara.jpg," May 02, 1969 (52 years) "," Cantaro, Santa Cruz, Trinidad ", 5 ft 8 in , Batsman , Left Handed Bat , Right-arm legbreak 
241,Ian Bradshaw,/a/img/v1/152x152/i1/c157858/ian-bradshaw.jpg," Jul 09, 1974 (47 years) "," Hopewell, Christ Church, Barbados ", -- , Bowler , Left Handed Bat , Left-arm fast-medium 
242,Dwayne Bravo,/a/img/v1/152x152/i1/c171033/dwayne-bravo.jpg," Oct 07, 1983 (38 years) "," Santa Cruz, Trinidad ", -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
244,Shivnarine Chanderpaul,/a/img/v1/152x152/i1/c157222/shivnarine-chanderpaul.jpg," Aug 16, 1974 (47 years) "," Unity Village, East Coast, Demerara, Guyana ", -- , Batsman , Left Handed Bat , Right-arm legbreak 
245,Corey Collymore,/a/img/v1/152x152/i1/c157831/corey-collymore.jpg," Dec 21, 1977 (43 years) "," Boscobelle, St Peter, Barbados ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
247,Chris Gayle,/a/img/v1/152x152/i1/c170801/chris-gayle.jpg," Sep 21, 1979 (42 years) "," Kingston, Jamaica ", -- , Batsman , Left Handed Bat , Right-arm offbreak 
248,Ryan Hinds,/a/img/v1/152x152/i1/c157211/ryan-hinds.jpg," Feb 17, 1981 (40 years) "," Holders Hill, St James, Barbados ", -- , Batting Allrounder , Left Handed Bat , Left-arm orthodox 
249,Wavell Hinds,/a/img/v1/152x152/i1/c152671/wavell-hinds.jpg," Sep 07, 1976 (45 years) "," Kingston, Jamaica ", -- , Batting Allrounder , Left Handed Bat , Right-arm medium 
250,Sylvester Joseph,/a/img/v1/152x152/i1/c157225/sylvester-joseph.jpg," Sep 05, 1978 (43 years) "," New Winthorpes, Antigua ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
252,Ramnaresh Sarwan,/a/img/v1/152x152/i1/c157080/ramnaresh-sarwan.jpg," Jun 23, 1980 (41 years) "," Wakenaam Island, Essequibo, Guyana ", -- , Batsman , Right Handed Bat , Right-arm legbreak 
253,Daren Sammy,/a/img/v1/152x152/i1/c157791/daren-sammy.jpg," Dec 20, 1983 (37 years) "," Micoud, St Lucia ", -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
255,Dwayne Smith,/a/img/v1/152x152/i1/c179118/dwayne-smith.jpg," Apr 12, 1983 (38 years) "," Storey Gap, Codrington Hill, St Michael, Barbados ", -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
257,Aakash Chopra,/a/img/v1/152x152/i1/c182026/aakash-chopra.jpg," Sep 19, 1977 (44 years) "," Agra, Uttar Pradesh ", -- , Batsman , Right Handed Bat ," India, Delhi, Kolkata Knight Riders, Rajasthan, Rajasthan Royals, Himachal Pradesh "
262,Dinesh Mongia,/a/img/v1/152x152/i1/c152475/dinesh-mongia.jpg," Apr 17, 1977 (44 years) ", Chandigarh , -- , Batting Allrounder , Left Handed Bat , Left-arm orthodox 
265,MS Dhoni,/a/img/v1/152x152/i1/c170677/ms-dhoni.jpg," Jul 07, 1981 (40 years) "," Ranchi, Bihar (now Jharkhand) ", 5 ft 11 in (180 cm) , WK-Batsman , Right Handed Bat , Right-arm medium 
269,Ashish Nehra,/a/img/v1/152x152/i1/c155112/ashish-nehra.jpg," Apr 29, 1979 (42 years) ", Delhi , -- , Bowler , Right Handed Bat , Left-arm fast-medium 
270,Joginder Sharma,/a/img/v1/152x152/i1/c154956/joginder-sharma.jpg," Oct 23, 1983 (37 years) ", Rohtak , -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
274,Misbah-ul-Haq,/a/img/v1/152x152/i1/c155940/misbah-ul-haq.jpg," May 28, 1974 (47 years) "," Mianwali, Punjab ", -- , Batsman , Right Handed Bat , Right-arm legbreak 
275,Iftikhar Anjum,/a/img/v1/152x152/i1/c155848/iftikhar-anjum.jpg," Dec 01, 1980 (40 years) "," Khanewal, Punjab ", -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
276,Bazid Khan,/a/img/v1/152x152/i1/c182026/bazid-khan.jpg," Mar 25, 1981 (40 years) "," Lahore, Punjab ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
277,Rangana Herath,/a/img/v1/152x152/i1/c146433/rangana-herath.jpg," Mar 19, 1978 (43 years) ", Kurunegala , -- , Bowler , Left Handed Bat , Left-arm orthodox 
278,Graeme Cremer,/a/img/v1/152x152/i1/c153300/graeme-cremer.jpg," Sep 19, 1986 (35 years) ", Harare , -- , Bowler , Right Handed Bat , Right-arm legbreak 
279,Nathan Hauritz,/a/img/v1/152x152/i1/c156063/nathan-hauritz.jpg," Oct 18, 1981 (40 years) "," Wondai, Queensland ", 1.82 m , Bowler , Right Handed Bat , Right-arm offbreak 
280,Simon Katich,/a/img/v1/152x152/i1/c152403/simon-katich.jpg," Aug 21, 1975 (46 years) "," Middle Swan, Western Australia ", 1.82 m , Batsman , Left Handed Bat , Left-arm chinaman 
281,Justin Langer,/a/img/v1/152x152/i1/c151597/justin-langer.jpg," Nov 21, 1970 (50 years) "," Perth, Western Australia ", 1.78 m , Batsman , Left Handed Bat , Right-arm medium 
282,Cameron White,/a/img/v1/152x152/i1/c156207/cameron-white.jpg," Aug 18, 1983 (38 years) "," Bairnsdale, Victoria ", 1.87 m , Batsman , Right Handed Bat , Right-arm legbreak 
283,Brad Hodge,/a/img/v1/152x152/i1/c156077/brad-hodge.jpg," Dec 29, 1974 (46 years) "," Sandringham, Victoria ", 1.78 m , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
300,Murali Kartik,/a/img/v1/152x152/i1/c156184/murali-kartik.jpg," Sep 11, 1976 (45 years) "," Madras (now Chennai), Tamil Nadu ", 6 ft 0 in , Bowler , Left Handed Bat , Left-arm orthodox 
301,Asim Kamal,/a/img/v1/152x152/i1/c157125/asim-kamal.jpg," May 31, 1976 (45 years) "," Karachi, Sind ", -- , Captain , Left Handed Bat , Right-arm offbreak 
303,Zulqarnain Haider,/a/img/v1/152x152/i1/c156016/zulqarnain-haider.jpg," Apr 03, 1986 (35 years) ", Lahore , -- , Batsman , Right Handed Bat ," Pakistan, Pakistan U19, Pakistan All Star XI "
305,Jehan Mubarak,/a/img/v1/152x152/i1/c153243/jehan-mubarak.jpg," Jan 10, 1981 (40 years) "," Washington DC, United States of America ", -- , Batting Allrounder , Left Handed Bat , Right-arm offbreak 
307,Thilan Samaraweera,/a/img/v1/152x152/i1/c153244/thilan-samaraweera.jpg," Sep 22, 1976 (45 years) ", Colombo , -- , Batsman , Right Handed Bat , Right-arm offbreak 
308,Gautam Gambhir,/a/img/v1/152x152/i1/c154519/gautam-gambhir.jpg," Oct 14, 1981 (40 years) ", Delhi , 5 ft 6 in (168 cm) , Batsman , Left Handed Bat , Right-arm legbreak 
313,Boeta Dippenaar,/a/img/v1/152x152/i1/c154010/boeta-dippenaar.jpg," Jun 14, 1977 (44 years) "," Kimberley, Cape Province ", -- , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
314,Hashim Amla,/a/img/v1/152x152/i1/c170633/hashim-amla.jpg," Mar 31, 1983 (38 years) "," Durban, Natal ", -- , Batsman , Right Handed Bat , Right-arm medium 
316,Andrew Hall,/a/img/v1/152x152/i1/c157372/andrew-hall.jpg," Jul 31, 1975 (46 years) "," Johannesburg, Transvaal ", -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
317,Justin Ontong,/a/img/v1/152x152/i1/c157708/justin-ontong.jpg," Jan 04, 1980 (41 years) "," Paarl, Cape Province ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
318,Robin Peterson,/a/img/v1/152x152/i1/c182026/robin-peterson.jpg," Aug 04, 1979 (42 years) "," Port Elizabeth, Cape Province ", -- , Bowling Allrounder , Left Handed Bat , Left-arm orthodox 
320,Alfonso Thomas,/a/img/v1/152x152/i1/c157686/alfonso-thomas.jpg," Feb 09, 1977 (44 years) "," Cape Town, Cape Province ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
322,Andre Adams,/a/img/v1/152x152/i1/c156148/andre-adams.jpg," Jul 17, 1975 (46 years) ", Auckland , 5 ft 11 in , Bowling Allrounder , Right Handed Bat , Right-arm fast-medium 
323,Mashrafe Mortaza,/a/img/v1/152x152/i1/c170920/mashrafe-mortaza.jpg," Oct 05, 1983 (38 years) "," Norail, Jessore ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
326,Mohammad Asif,/a/img/v1/152x152/i1/c155823/mohammad-asif.jpg," Dec 20, 1982 (38 years) "," Sheikhupura, Punjab ", -- , Bowler , Left Handed Bat , Right-arm fast-medium 
329,Stuart MacGill,/a/img/v1/152x152/i1/c154339/stuart-macgill.jpg," Feb 25, 1971 (50 years) "," Mount Lawley, Perth, Western Australia ", 1.83 m , Bowler , Right Handed Bat , Right-arm legbreak 
356,Marlon Samuels,/a/img/v1/152x152/i1/c146394/marlon-samuels.jpg," Feb 05, 1981 (40 years) "," Kingston, Jamaica ", -- , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
357,Pedro Collins,/a/img/v1/152x152/i1/c152655/pedro-collins.jpg," Aug 12, 1976 (45 years) "," Boscobelle, St Peter, Barbados ", -- , Bowler , Right Handed Bat , Left-arm fast-medium 
359,Xavier Marshall,/a/img/v1/152x152/i1/c152646/xavier-marshall.jpg," Mar 27, 1986 (35 years) ", Jamaica , -- , Batsman , Right Handed Bat , Right-arm offbreak 
360,Mohammad Hafeez,/a/img/v1/152x152/i1/c170776/mohammad-hafeez.jpg," Oct 17, 1980 (41 years) "," Sargodha, Punjab ", -- , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
364,James Hopes,/a/img/v1/152x152/i1/c151553/james-hopes.jpg," Oct 24, 1978 (42 years) "," Townsville, Queensland ", 1.80 m , -- , Right Handed Bat , Right-arm medium 
365,James Marshall,/a/img/v1/152x152/i1/c156123/james-marshall.jpg," Feb 15, 1979 (42 years) "," Warkworth, Auckland ", -- , Batsman , Right Handed Bat , Right-arm medium 
366,Craig Cumming,/a/img/v1/152x152/i1/c182026/craig-cumming.jpg," Aug 31, 1975 (46 years) "," Timaru, Canterbury ", -- , -- , Right Handed Bat ," New Zealand, New Zealand A, Otago "
369,Arshad Khan,/a/img/v1/152x152/i1/c155818/arshad-khan.jpg," Mar 22, 1971 (50 years) "," Peshawar, North-West Frontier Province ", -- , Captain , Right Handed Bat , Right-arm offbreak 
370,AB de Villiers,/a/img/v1/152x152/i1/c170999/ab-de-villiers.jpg," Feb 17, 1984 (37 years) ", Pretoria , 5 ft 10 in (178 cm) , WK-Batsman , Right Handed Bat , Right-arm medium 
371,Ashwell Prince,/a/img/v1/152x152/i1/c157551/ashwell-prince.jpg," May 28, 1977 (44 years) "," Port Elizabeth, Cape Province ", -- , -- , Left Handed Bat , Right-arm offbreak 
372,Monde Zondeki,/a/img/v1/152x152/i1/c157819/monde-zondeki.jpg," Jul 25, 1982 (39 years) "," King William's Town, Cape Province ", -- , Bowler , Right Handed Bat , Right-arm fast 
373,Devon Smith,/a/img/v1/152x152/i1/c146486/devon-smith.jpg," Oct 21, 1981 (39 years) "," Hermitage, Sauters, St Patrick, Grenada ", -- , Batsman , Left Handed Bat , Right-arm offbreak 
375,Narsingh Deonarine,/a/img/v1/152x152/i1/c157213/narsingh-deonarine.jpg," Aug 16, 1983 (38 years) "," Albion, Berbice, Guyana ", -- , Batting Allrounder , Left Handed Bat , Right-arm offbreak 
376,Daren Ganga,/a/img/v1/152x152/i1/c157210/daren-ganga.jpg," Jan 14, 1979 (42 years) "," Barrackpore, Trinidad ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
378,Daren Powell,/a/img/v1/152x152/i1/c152865/daren-powell.jpg," Apr 15, 1978 (43 years) ", Jamaica , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
379,Jerome Taylor,/a/img/v1/152x152/i1/c157226/jerome-taylor.jpg," Jun 22, 1984 (37 years) "," St Elizabeth, Jamaica ", -- , Bowler , Right Handed Bat , Right-arm fast 
380,Shahid Nazir,/a/img/v1/152x152/i1/c155524/shahid-nazir.jpg," Dec 04, 1977 (43 years) "," Faisalabad, Punjab ", -- , Captain , Right Handed Bat , Right-arm fast-medium 
381,Fidel Edwards,/a/img/v1/152x152/i1/c157086/fidel-edwards.jpg," Feb 06, 1982 (39 years) "," Gays, St Peter, Barbados ", -- , Bowler , Right Handed Bat , Right-arm fast 
382,Tino Best,/a/img/v1/152x152/i1/c152456/tino-best.jpg," Aug 26, 1981 (40 years) "," 3rd Avenue, Richmond Gap, St. Michael, Barbados ", -- , Bowling Allrounder , Right Handed Bat , Right-arm fast 
384,Runako Morton,/a/img/v1/152x152/i1/c182026/runako-morton.jpg," Jul 22, 1978 "," Mar 04, 2012 (33 years) ", Nevis , -- , -- , Right Handed Bat 
385,Ian Bell,/a/img/v1/152x152/i1/c182026/ian-bell.jpg," Apr 11, 1982 (39 years) "," Walsgrave, Coventry, Warwickshire ", 5 ft 10 in , Batsman , Right Handed Bat , Right-arm medium 
386,Matthew Hoggard,/a/img/v1/152x152/i1/c182026/matthew-hoggard.jpg," Dec 31, 1976 (44 years) "," Leeds, Yorkshire ", 6 ft 2 in , Captain , Right Handed Bat , Right-arm fast-medium 
388,Jon Lewis,/a/img/v1/152x152/i1/c157464/jon-lewis.jpg," Aug 26, 1975 (46 years) "," Aylesbury, Buckinghamshire ", 6 ft 3 in , Bowler , Right Handed Bat , Right-arm medium 
390,Enamul Haque jnr,/a/img/v1/152x152/i1/c155755/enamul-haque-jnr.jpg," Dec 05, 1986 (34 years) "," Sylhet, Bangladesh ", -- , Bowler , Right Handed Bat , Left-arm orthodox 
392,Shahadat Hossain,/a/img/v1/152x152/i1/c155471/shahadat-hossain.jpg," Aug 07, 1986 (35 years) ", Dhaka , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
393,Shahriar Nafees,/a/img/v1/152x152/i1/c182026/shahriar-nafees.jpg," May 01, 1985 (36 years) "," Dhaka, Bangladesh ", -- , Batsman , Left Handed Bat ," Bangladesh, Dhaka Warriors, Barisal Burners, Khulna Royal Bengals, Bangladesh Cricket Board XI, Barisal Bulls, Rangpur Riders, Rajshahi Kings "
394,Mushfiqur Rahim,/a/img/v1/152x152/i1/c170916/mushfiqur-rahim.jpg," Jun 09, 1987 (34 years) ", Bogra , -- , WK-Batsman , Right Handed Bat ," Bangladesh, Duronto Rajshahi, Nagenahira Nagas, Sylhet Royals, Bangladesh Cricket Board XI, Sylhet Super Stars, Karachi Kings, BCB Select XI, Barisal Bulls, Rajshahi Kings, Nangarhar Leopards, Chittagong Vikings, Khulna Tigers, Asia XI, Beximco Dhaka "
395,Kevin Pietersen,/a/img/v1/152x152/i1/c188413/kevin-pietersen.jpg," Jun 27, 1980 (41 years) "," Pietermaritzburg, Natal ", 6 ft 4 in , Batsman , Right Handed Bat , Right-arm offbreak 
396,Tushar Imran,/a/img/v1/152x152/i1/c156218/tushar-imran.jpg," Dec 20, 1983 (37 years) "," Kharki, Jessore, Khulna ", -- , Batsman , Right Handed Bat ," Bangladesh, Bangladesh A "
397,Chris Tremlett,/a/img/v1/152x152/i1/c182026/chris-tremlett.jpg," Sep 02, 1981 (40 years) "," Southampton, Hampshire ", 6 ft 7 in , Bowler , Right Handed Bat , Right-arm fast-medium 
399,Denesh Ramdin,/a/img/v1/152x152/i1/c146408/denesh-ramdin.jpg," Mar 13, 1985 (36 years) "," Couva, Trinidad ", -- , WK-Batsman , Right Handed Bat ," West Indies, Trinidad and Tobago, Guyana Amazon Warriors, Saint Lucia Kings, Trinbago Knight Riders, Cape Town Knight Riders, Lahore Qalandars, Montreal Tigers, Sindhis, St Kitts and Nevis Patriots "
401,Omari Banks,/a/img/v1/152x152/i1/c159966/omari-banks.jpg," Jul 17, 1982 (39 years) ", Anguilla , -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
402,Deighton Butler,/a/img/v1/152x152/i1/c182026/deighton-butler.jpg," Jul 14, 1974 (47 years) "," South Rivers, St Vincent ", -- , Bowler , Left Handed Bat , Left-arm fast-medium 
404,Gayan Wijekoon,/a/img/v1/152x152/i1/c156159/gayan-wijekoon.jpg," Dec 21, 1976 (44 years) ", Gampaha , -- , Batting Allrounder , Left Handed Bat , Left-arm medium 
405,Russel Arnold,/a/img/v1/152x152/i1/c155586/russel-arnold.jpg," Oct 25, 1973 (47 years) ", Colombo , -- , Batting Allrounder , Left Handed Bat , Right-arm offbreak 
407,Shaun Tait,/a/img/v1/152x152/i1/c154742/shaun-tait.jpg," Feb 22, 1983 (38 years) "," Bedford Park, Adelaide, South Australia ", 1.93 m , Bowler , Right Handed Bat , Right-arm fast 
408,James Hildreth,/a/img/v1/152x152/i1/c160138/james-hildreth.jpg," Sep 09, 1984 (37 years) ", Milton Keynes , 5 ft 10 in , Batsman , Right Handed Bat , Right-arm fast-medium 
412,Venugopal Rao,/a/img/v1/152x152/i1/c182026/venugopal-rao.jpg," Feb 26, 1982 (39 years) "," Visakhapatnam, Andhra Pradesh ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
413,Suresh Raina,/a/img/v1/152x152/i1/c148324/suresh-raina.jpg," Nov 27, 1986 (34 years) "," Muradnagar, Ghaziabad, Uttar Pradesh ", -- , Batsman , Left Handed Bat , Right-arm offbreak 
414,Upul Tharanga,/a/img/v1/152x152/i1/c153245/upul-tharanga.jpg," Feb 02, 1985 (36 years) ", Balapitiya , -- , Batsman , Left Handed Bat ," Sri Lanka, Asia XI, Sri Lanka Board Presidents XI, Nondescripts Cricket Club, Uva Next, Kandurata Maroons, Rajshahi Kings, Sylhet Sixers, Galle, Sri Lanka A, Colombo, Kerala Knights, Dhaka Dynamites, Pune Devils, Cumilla Warriors, Dambulla Viiking, Sri Lanka Legends "
415,Dilhara Lokuhettige,/a/img/v1/152x152/i1/c155601/dilhara-lokuhettige.jpg," Jul 03, 1980 (41 years) ", Colombo , -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
417,Lou Vincent,/a/img/v1/152x152/i1/c154581/lou-vincent.jpg," Nov 11, 1978 (42 years) "," Warkworth, Auckland ", -- , Batsman , Right Handed Bat , Right-arm medium 
418,Shane Bond,/a/img/v1/152x152/i1/c156121/shane-bond.jpg," Jun 07, 1975 (46 years) "," Christchurch, Canterbury ", 6 ft 2 in , -- , Right Handed Bat , Right-arm fast 
419,James Franklin,/a/img/v1/152x152/i1/c154464/james-franklin.jpg," Nov 07, 1980 (40 years) ", Wellington , -- , Bowling Allrounder , Left Handed Bat , Left-arm medium 
420,Chris Martin,/a/img/v1/152x152/i1/c154928/chris-martin.jpg," Dec 10, 1974 (46 years) "," Christchurch, Canterbury ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
425,Hamilton Masakadza,/a/img/v1/152x152/i1/c148340/hamilton-masakadza.jpg," Aug 09, 1983 (38 years) ", Harare , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
427,Blessing Mahwire,/a/img/v1/152x152/i1/c155202/blessing-mahwire.jpg," Jul 31, 1982 (39 years) "," Bikita, Masvingo ", -- , Bowler , Right Handed Bat , Right-arm medium 
428,Chris Mpofu,/a/img/v1/152x152/i1/c148328/chris-mpofu.jpg," Nov 27, 1985 (35 years) "," Plumtree, Matabeleland ", -- , Bowler , Right Handed Bat , Right-arm medium 
429,Keith Dabengwa,/a/img/v1/152x152/i1/c155194/keith-dabengwa.jpg," Aug 17, 1980 (41 years) ", Bulawayo , -- , Batsman , Left Handed Bat , Left-arm orthodox 
430,Anthony Ireland,/a/img/v1/152x152/i1/c153353/anthony-ireland.jpg," Aug 30, 1984 (37 years) ", Masvingo , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
432,Stuart Clark,/a/img/v1/152x152/i1/c154833/stuart-clark.jpg," Sep 28, 1975 (46 years) "," Sutherland, Sydney, New South Wales ", 1.97 m , -- , Right Handed Bat , Right-arm fast-medium 
433,Syed Rasel,/a/img/v1/152x152/i1/c182026/syed-rasel.jpg," Jul 03, 1984 (37 years) ", Jessore , -- , Bowler , Left Handed Bat , Left-arm fast-medium 
434,RP Singh,/a/img/v1/152x152/i1/c153690/rp-singh.jpg," Dec 06, 1985 (35 years) "," Rae Bareli, Uttar Pradesh ", -- , Bowler , Right Handed Bat , Left-arm fast-medium 
435,Jeetan Patel,/a/img/v1/152x152/i1/c156011/jeetan-patel.jpg," May 07, 1980 (41 years) ", Wellington , -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
436,Chamu Chibhabha,/a/img/v1/152x152/i1/c148336/chamu-chibhabha.jpg," Sep 06, 1986 (35 years) ", Masvingo , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
441,Sean Williams,/a/img/v1/152x152/i1/c152873/sean-williams.jpg," Sep 26, 1986 (35 years) ", Bulawayo , -- , Batting Allrounder , Left Handed Bat , Left-arm orthodox 
442,Terry Duffin,/a/img/v1/152x152/i1/c153334/terry-duffin.jpg," Mar 20, 1982 (39 years) "," Kwekwe, Midlands ", -- , Batsman , Left Handed Bat , Right-arm medium 
444,Nathan Bracken,/a/img/v1/152x152/i1/c151566/nathan-bracken.jpg," Sep 12, 1977 (44 years) "," Penrith, New South Wales ", 1.95 m , -- , Right Handed Bat , Left-arm fast-medium 
452,Vidyut Sivaramakrishnan,/a/img/v1/152x152/i1/c182026/vidyut-sivaramakrishnan.jpg," Dec 03, 1981 (39 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Chennai Super Kings 
456,Vikram Singh,/a/img/v1/152x152/i1/c182026/vikram-singh.jpg," Sep 17, 1984 (37 years) "," Chandigarh, Punjab, India ", -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
463,S Sreesanth,/a/img/v1/152x152/i1/c182026/s-sreesanth.jpg," Feb 06, 1983 (38 years) "," Kothamangalam, Kerala ", 5 ft 8 in , Bowler , Right Handed Bat , Right-arm fast-medium 
466,Piyush Chawla,/a/img/v1/152x152/i1/c152613/piyush-chawla.jpg," Dec 24, 1988 (32 years) "," Aligarh, Uttar Pradesh ", -- , Bowling Allrounder , Left Handed Bat , Right-arm legbreak 
479,Liam Plunkett,/a/img/v1/152x152/i1/c170983/liam-plunkett.jpg," Apr 06, 1985 (36 years) "," Middlesbrough, Yorkshire ", 6 ft 3 in , Bowler , Right Handed Bat , Right-arm fast 
480,Alex Loudon,/a/img/v1/152x152/i1/c182026/alex-loudon.jpg," Sep 06, 1980 (41 years) "," Westminster, London ", 6 ft 3 in , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
481,Shaun Udal,/a/img/v1/152x152/i1/c182026/shaun-udal.jpg," Mar 18, 1969 (52 years) "," Cove, Farnborough, Hampshire ", 6 ft 3 in , Bowler , Right Handed Bat , Right-arm offbreak 
484,Albie Morkel,/a/img/v1/152x152/i1/c154604/albie-morkel.jpg," Jun 10, 1981 (40 years) "," Vereeniging, Transvaal ", -- , Batting Allrounder , Left Handed Bat , Right-arm fast-medium 
487,Johan Botha,/a/img/v1/152x152/i1/c154352/johan-botha.jpg," May 02, 1982 (39 years) "," Johannesburg, Transvaal ", -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
